注文日,注文番号,商品,単価,販売数量,売上金額
2018/5/14,A74842,ABC1067,2526,9,22734
2018/5/14,A510,ABC1068,3805,14,53270
2018/5/14,A11098,ABC1069,6895,50,344750
2018/5/14,A702,ABC1070,8520,58,494160
2018/5/14,A71156,ABC1071,3113,78,242814
2018/5/14,A16814,ABC1072,8508,81,689148
2018/5/14,A44228,ABC1073,9599,18,172782
2018/5/14,A93025,ABC1074,1955,36,70380
2018/5/14,A58830,ABC1075,5848,11,64328
2018/5/14,A87614,ABC1076,6178,67,413926
2018/5/14,A93964,ABC1077,8816,36,317376
2018/5/14,A35933,ABC1078,3379,13,43927
2018/5/14,A45231,ABC1079,1839,91,167349
2018/5/14,A28147,ABC1080,8427,74,623598
2018/5/14,A37228,ABC1081,740,89,65860
2018/5/14,A79861,ABC1082,5131,64,328384
2018/5/14,A28437,ABC1083,5773,90,519570
2018/5/14,A19827,ABC1084,7780,79,614620
2018/5/14,A65540,ABC1085,5592,35,195720
2018/5/14,A57454,ABC1086,1514,89,134746
2018/5/14,A55505,ABC1087,9605,40,384200
2018/5/14,A65665,ABC1088,3398,49,166502
2018/5/14,A87835,ABC1089,8197,89,729533
2018/5/14,A32769,ABC1090,2742,54,148068
2018/5/14,A45978,ABC1091,193,54,10422
2018/5/14,A44419,ABC1092,2840,75,213000
2018/5/14,A83325,ABC1093,1196,54,64584
2018/5/14,A28078,ABC1094,486,46,22356
2018/5/14,A64016,ABC1095,3127,47,146969
2018/5/14,A34562,ABC1096,2631,90,236790
2018/5/14,A47109,ABC1097,3544,82,290608
2018/5/14,A18471,ABC1098,6576,93,611568
2018/5/14,A49157,ABC1099,5299,42,222558
2018/5/14,A56796,ABC1100,1420,48,68160
2018/5/15,A63379,ABC1001,422,16,6752
2018/5/15,A43789,ABC1002,2519,85,214115
2018/5/15,A89936,ABC1003,5140,89,457460
2018/5/15,A96856,ABC1004,6253,38,237614
2018/5/15,A44001,ABC1005,4324,8,34592
2018/5/15,A49347,ABC1006,3979,44,175076
2018/5/15,A89513,ABC1007,9409,16,150544
2018/5/15,A21613,ABC1008,101,88,8888
2018/5/15,A79002,ABC1009,6284,5,31420
2018/5/15,A72760,ABC1010,30,9,270
2018/5/15,A76099,ABC1011,5617,34,190978
2018/5/15,A17501,ABC1012,962,66,63492
2018/5/15,A70416,ABC1013,6065,83,503395
2018/5/15,A8928,ABC1014,5016,67,336072
2018/5/15,A24249,ABC1015,7608,72,547776
2018/5/15,A39465,ABC1016,9308,74,688792
2018/5/15,A59074,ABC1017,9215,30,276450
2018/5/15,A48071,ABC1018,8050,53,426650
2018/5/15,A96352,ABC1019,4452,23,102396
2018/5/15,A58612,ABC1020,5498,74,406852
2018/5/15,A17657,ABC1021,8114,34,275876
2018/5/15,A11944,ABC1022,3560,97,345320
2018/5/15,A33185,ABC1023,3942,4,15768
2018/5/15,A52840,ABC1024,5097,92,468924
2018/5/15,A27390,ABC1025,7447,72,536184
2018/5/15,A26976,ABC1026,7067,93,657231
2018/5/15,A59214,ABC1027,4259,81,344979
2018/5/15,A94755,ABC1028,503,96,48288
2018/5/15,A94742,ABC1029,9875,54,533250
2018/5/15,A22554,ABC1030,9600,41,393600
2018/5/15,A20314,ABC1031,4605,57,262485
2018/5/15,A24280,ABC1032,4616,2,9232
2018/5/15,A88767,ABC1033,7086,58,410988
2018/5/15,A25673,ABC1034,650,31,20150
2018/5/15,A82700,ABC1035,84,72,6048
2018/5/15,A94163,ABC1036,5822,14,81508
2018/5/15,A22465,ABC1037,4356,51,222156
2018/5/15,A99203,ABC1038,7429,56,416024
2018/5/15,A23279,ABC1039,1882,81,152442
2018/5/15,A99607,ABC1040,1311,4,5244
2018/5/15,A76684,ABC1041,8311,56,465416
2018/5/15,A52011,ABC1042,9811,51,500361
2018/5/15,A64670,ABC1043,5319,42,223398
2018/5/15,A27143,ABC1044,5758,41,236078
2018/5/15,A76503,ABC1045,1181,85,100385
2018/5/15,A3135,ABC1046,1484,100,148400
2018/5/15,A25970,ABC1047,5018,25,125450
2018/5/15,A71402,ABC1048,9870,23,227010
2018/5/15,A84110,ABC1049,4869,3,14607
2018/5/15,A58929,ABC1050,3467,67,232289
2018/5/15,A9157,ABC1051,1711,59,100949
2018/5/15,A33216,ABC1052,2010,97,194970
2018/5/15,A32089,ABC1053,1844,52,95888
2018/5/15,A43191,ABC1054,3284,54,177336
2018/5/15,A9862,ABC1055,8432,67,564944
2018/5/15,A68879,ABC1056,6360,31,197160
2018/5/15,A95086,ABC1057,2157,37,79809
2018/5/15,A39500,ABC1058,9178,70,642460
2018/5/15,A47033,ABC1059,5252,77,404404
2018/5/15,A62502,ABC1060,1982,51,101082
2018/5/15,A22701,ABC1061,7168,72,516096
2018/5/15,A92890,ABC1062,9682,27,261414
2018/5/15,A90015,ABC1063,7855,42,329910
2018/5/15,A66825,ABC1064,5756,82,471992
2018/5/15,A63962,ABC1065,2994,65,194610
2018/5/15,A50365,ABC1066,8859,98,868182
2018/5/15,A66970,ABC1067,2526,51,128826
2018/5/15,A26133,ABC1068,3805,53,201665
2018/5/15,A57516,ABC1069,6895,68,468860
2018/5/15,A91830,ABC1070,8520,34,289680
2018/5/15,A2777,ABC1071,3113,42,130746
2018/5/15,A42943,ABC1072,8508,7,59556
2018/5/15,A94038,ABC1073,9599,86,825514
2018/5/15,A61015,ABC1074,1955,27,52785
2018/5/15,A44693,ABC1075,5848,63,368424
2018/5/15,A88815,ABC1076,6178,87,537486
2018/5/15,A93552,ABC1077,8816,31,273296
2018/5/15,A83334,ABC1078,3379,25,84475
2018/5/15,A42719,ABC1079,1839,21,38619
2018/5/15,A94449,ABC1080,8427,90,758430
2018/5/15,A41612,ABC1081,740,17,12580
2018/5/15,A26889,ABC1082,5131,72,369432
2018/5/15,A69718,ABC1083,5773,86,496478
2018/5/15,A64448,ABC1084,7780,13,101140
2018/5/15,A3206,ABC1085,5592,20,111840
2018/5/15,A81799,ABC1086,1514,93,140802
2018/5/15,A24314,ABC1087,9605,47,451435
2018/5/15,A92159,ABC1088,3398,5,16990
2018/5/15,A67437,ABC1089,8197,92,754124
2018/5/15,A38481,ABC1090,2742,58,159036
2018/5/15,A76309,ABC1091,193,72,13896
2018/5/15,A27816,ABC1092,2840,99,281160
2018/5/15,A3958,ABC1093,1196,56,66976
2018/5/15,A81982,ABC1094,486,91,44226
2018/5/15,A10134,ABC1095,3127,18,56286
2018/5/15,A123,ABC1096,2631,79,207849
2018/5/15,A50990,ABC1097,3544,58,205552
2018/5/15,A93793,ABC1098,6576,88,578688
2018/5/15,A90446,ABC1099,5299,90,476910
2018/5/15,A16147,ABC1100,1420,46,65320
2018/5/16,A76192,ABC1001,422,44,18568
2018/5/16,A57612,ABC1002,2519,22,55418
2018/5/16,A34943,ABC1003,5140,89,457460
2018/5/16,A40427,ABC1004,6253,23,143819
2018/5/16,A42007,ABC1005,4324,54,233496
2018/5/16,A30103,ABC1006,3979,57,226803
2018/5/16,A43772,ABC1007,9409,20,188180
2018/5/16,A20302,ABC1008,101,75,7575
2018/5/16,A59515,ABC1009,6284,28,175952
2018/5/16,A26238,ABC1010,30,92,2760
2018/5/16,A12396,ABC1011,5617,77,432509
2018/5/16,A5373,ABC1012,962,74,71188
2018/5/16,A70479,ABC1013,6065,11,66715
2018/5/16,A13551,ABC1014,5016,82,411312
2018/5/16,A94073,ABC1015,7608,64,486912
2018/5/16,A68284,ABC1016,9308,37,344396
2018/5/16,A29166,ABC1017,9215,49,451535
2018/5/16,A31320,ABC1018,8050,89,716450
2018/5/16,A24271,ABC1019,4452,32,142464
2018/5/16,A88741,ABC1020,5498,58,318884
2018/5/16,A18931,ABC1021,8114,5,40570
2018/5/16,A63028,ABC1022,3560,24,85440
2018/5/16,A84616,ABC1023,3942,69,271998
2018/5/16,A56349,ABC1024,5097,29,147813
2018/5/16,A54745,ABC1025,7447,54,402138
2018/5/16,A73746,ABC1026,7067,40,282680
2018/5/16,A26226,ABC1027,4259,22,93698
2018/5/16,A58622,ABC1028,503,76,38228
2018/5/16,A41215,ABC1029,9875,4,39500
2018/5/16,A42727,ABC1030,9600,25,240000
2018/5/16,A85251,ABC1031,4605,95,437475
2018/5/16,A81860,ABC1032,4616,93,429288
2018/5/16,A44405,ABC1033,7086,82,581052
2018/5/16,A40585,ABC1034,650,55,35750
2018/5/16,A91797,ABC1035,84,80,6720
2018/5/16,A2074,ABC1036,5822,41,238702
2018/5/16,A11176,ABC1037,4356,21,91476
2018/5/16,A46347,ABC1038,7429,18,133722
2018/5/16,A42097,ABC1039,1882,30,56460
2018/5/16,A50017,ABC1040,1311,49,64239
2018/5/16,A91793,ABC1041,8311,50,415550
2018/5/16,A48496,ABC1042,9811,55,539605
2018/5/16,A27379,ABC1043,5319,51,271269
2018/5/16,A22291,ABC1044,5758,100,575800
2018/5/16,A26690,ABC1045,1181,70,82670
2018/5/16,A7464,ABC1046,1484,7,10388
2018/5/16,A80754,ABC1047,5018,13,65234
2018/5/16,A26525,ABC1048,9870,98,967260
2018/5/16,A69743,ABC1049,4869,5,24345
2018/5/16,A29052,ABC1050,3467,63,218421
2018/5/16,A19971,ABC1051,1711,42,71862
2018/5/16,A25172,ABC1052,2010,9,18090
2018/5/16,A32804,ABC1053,1844,95,175180
2018/5/16,A65311,ABC1054,3284,84,275856
2018/5/16,A89634,ABC1055,8432,31,261392
2018/5/16,A51863,ABC1056,6360,43,273480
2018/5/16,A70771,ABC1057,2157,13,28041
2018/5/16,A4812,ABC1058,9178,48,440544
2018/5/16,A74228,ABC1059,5252,12,63024
2018/5/16,A77853,ABC1060,1982,93,184326
2018/5/16,A46493,ABC1061,7168,83,594944
2018/5/16,A12185,ABC1062,9682,84,813288
2018/5/16,A3706,ABC1063,7855,47,369185
2018/5/16,A97274,ABC1064,5756,74,425944
2018/5/16,A97104,ABC1065,2994,42,125748
2018/5/16,A9481,ABC1066,8859,19,168321
2018/5/16,A16810,ABC1067,2526,52,131352
2018/5/16,A74397,ABC1068,3805,80,304400
2018/5/16,A3340,ABC1069,6895,25,172375
2018/5/16,A44550,ABC1070,8520,58,494160
2018/5/16,A49033,ABC1071,3113,21,65373
2018/5/16,A60022,ABC1072,8508,96,816768
2018/5/16,A12858,ABC1073,9599,23,220777
2018/5/16,A15460,ABC1074,1955,9,17595
2018/5/16,A50042,ABC1075,5848,50,292400
2018/5/16,A76561,ABC1076,6178,9,55602
2018/5/16,A51294,ABC1077,8816,22,193952
2018/5/16,A40443,ABC1078,3379,89,300731
2018/5/16,A21474,ABC1079,1839,6,11034
2018/5/16,A92736,ABC1080,8427,51,429777
2018/5/16,A4885,ABC1081,740,14,10360
2018/5/16,A98898,ABC1082,5131,54,277074
2018/5/16,A50360,ABC1083,5773,58,334834
2018/5/16,A56076,ABC1084,7780,93,723540
2018/5/16,A95903,ABC1085,5592,46,257232
2018/5/16,A35975,ABC1086,1514,6,9084
2018/5/16,A44661,ABC1087,9605,74,710770
2018/5/16,A42731,ABC1088,3398,3,10194
2018/5/16,A23056,ABC1089,8197,42,344274
2018/5/16,A48165,ABC1090,2742,35,95970
2018/5/16,A84321,ABC1091,193,73,14089
2018/5/16,A32946,ABC1092,2840,25,71000
2018/5/16,A79180,ABC1093,1196,84,100464
2018/5/16,A61151,ABC1094,486,85,41310
2018/5/16,A51334,ABC1095,3127,26,81302
2018/5/16,A34270,ABC1096,2631,7,18417
2018/5/16,A15288,ABC1097,3544,69,244536
2018/5/16,A48596,ABC1098,6576,60,394560
2018/5/16,A86942,ABC1099,5299,54,286146
2018/5/16,A81274,ABC1100,1420,39,55380
2018/5/17,A32403,ABC1001,422,77,32494
2018/5/17,A72336,ABC1002,2519,57,143583
2018/5/17,A50251,ABC1003,5140,64,328960
2018/5/17,A66986,ABC1004,6253,96,600288
2018/5/17,A26225,ABC1005,4324,90,389160
2018/5/17,A77208,ABC1006,3979,84,334236
2018/5/17,A41207,ABC1007,9409,58,545722
2018/5/17,A1734,ABC1008,101,62,6262
2018/5/17,A54980,ABC1009,6284,20,125680
2018/5/17,A60017,ABC1010,30,16,480
2018/5/17,A85165,ABC1011,5617,86,483062
2018/5/17,A89986,ABC1012,962,67,64454
2018/5/17,A23446,ABC1013,6065,1,6065
2018/5/17,A91069,ABC1014,5016,50,250800
2018/5/17,A54683,ABC1015,7608,68,517344
2018/5/17,A25915,ABC1016,9308,59,549172
2018/5/17,A74909,ABC1017,9215,63,580545
2018/5/17,A58270,ABC1018,8050,90,724500
2018/5/17,A84461,ABC1019,4452,34,151368
2018/5/17,A76117,ABC1020,5498,92,505816
2018/5/17,A80143,ABC1021,8114,28,227192
2018/5/17,A46009,ABC1022,3560,40,142400
2018/5/17,A21573,ABC1023,3942,30,118260
2018/5/17,A21679,ABC1024,5097,39,198783
2018/5/17,A444,ABC1025,7447,96,714912
2018/5/17,A33117,ABC1026,7067,79,558293
2018/5/17,A23420,ABC1027,4259,12,51108
2018/5/17,A97210,ABC1028,503,3,1509
2018/5/17,A85541,ABC1029,9875,76,750500
2018/5/17,A69734,ABC1030,9600,52,499200
2018/5/17,A71946,ABC1031,4605,98,451290
2018/5/17,A20433,ABC1032,4616,69,318504
2018/5/17,A19864,ABC1033,7086,62,439332
2018/5/17,A59133,ABC1034,650,34,22100
2018/5/17,A51522,ABC1035,84,44,3696
2018/5/17,A95179,ABC1036,5822,43,250346
2018/5/17,A98696,ABC1037,4356,32,139392
2018/5/17,A97265,ABC1038,7429,93,690897
2018/5/17,A29199,ABC1039,1882,97,182554
2018/5/17,A56139,ABC1040,1311,53,69483
2018/5/17,A99468,ABC1041,8311,98,814478
2018/5/17,A2122,ABC1042,9811,24,235464
2018/5/17,A78605,ABC1043,5319,100,531900
2018/5/17,A46014,ABC1044,5758,75,431850
2018/5/17,A27404,ABC1045,1181,99,116919
2018/5/17,A36,ABC1046,1484,78,115752
2018/5/17,A13805,ABC1047,5018,74,371332
2018/5/17,A77513,ABC1048,9870,16,157920
2018/5/17,A73987,ABC1049,4869,82,399258
2018/5/17,A15634,ABC1050,3467,65,225355
2018/5/17,A77627,ABC1051,1711,33,56463
2018/5/17,A12114,ABC1052,2010,24,48240
2018/5/17,A31556,ABC1053,1844,98,180712
2018/5/17,A92729,ABC1054,3284,27,88668
2018/5/17,A73632,ABC1055,8432,28,236096
2018/5/17,A87,ABC1056,6360,54,343440
2018/5/17,A24388,ABC1057,2157,94,202758
2018/5/17,A89745,ABC1058,9178,20,183560
2018/5/17,A8993,ABC1059,5252,18,94536
2018/5/17,A75546,ABC1060,1982,47,93154
2018/5/17,A63169,ABC1061,7168,50,358400
2018/5/17,A74648,ABC1062,9682,92,890744
2018/5/17,A13258,ABC1063,7855,52,408460
2018/5/17,A53590,ABC1064,5756,57,328092
2018/5/17,A4692,ABC1065,2994,66,197604
2018/5/17,A10611,ABC1066,8859,24,212616
2018/5/17,A66000,ABC1067,2526,97,245022
2018/5/17,A41520,ABC1068,3805,58,220690
2018/5/17,A4804,ABC1069,6895,19,131005
2018/5/17,A6122,ABC1070,8520,78,664560
2018/5/17,A61210,ABC1071,3113,66,205458
2018/5/17,A46293,ABC1072,8508,24,204192
2018/5/17,A42382,ABC1073,9599,62,595138
2018/5/17,A51409,ABC1074,1955,52,101660
2018/5/17,A69944,ABC1075,5848,50,292400
2018/5/17,A2234,ABC1076,6178,66,407748
2018/5/17,A28585,ABC1077,8816,1,8816
2018/5/17,A88730,ABC1078,3379,67,226393
2018/5/17,A49999,ABC1079,1839,43,79077
2018/5/17,A81062,ABC1080,8427,68,573036
2018/5/17,A78015,ABC1081,740,53,39220
2018/5/17,A68106,ABC1082,5131,74,379694
2018/5/17,A57860,ABC1083,5773,99,571527
2018/5/17,A18109,ABC1084,7780,96,746880
2018/5/17,A29676,ABC1085,5592,59,329928
2018/5/17,A33105,ABC1086,1514,71,107494
2018/5/17,A89200,ABC1087,9605,6,57630
2018/5/17,A36380,ABC1088,3398,46,156308
2018/5/17,A48583,ABC1089,8197,91,745927
2018/5/17,A62314,ABC1090,2742,64,175488
2018/5/17,A25562,ABC1091,193,71,13703
2018/5/17,A498,ABC1092,2840,90,255600
2018/5/17,A85232,ABC1093,1196,49,58604
2018/5/17,A92701,ABC1094,486,23,11178
2018/5/17,A45798,ABC1095,3127,72,225144
2018/5/17,A51761,ABC1096,2631,13,34203
2018/5/17,A24901,ABC1097,3544,49,173656
2018/5/17,A10385,ABC1098,6576,0,0
2018/5/17,A75296,ABC1099,5299,47,249053
2018/5/17,A6862,ABC1100,1420,93,132060
2018/5/18,A75823,ABC1001,422,63,26586
2018/5/18,A55369,ABC1002,2519,28,70532
2018/5/18,A5869,ABC1003,5140,75,385500
2018/5/18,A7601,ABC1004,6253,42,262626
2018/5/18,A5950,ABC1005,4324,91,393484
2018/5/18,A85763,ABC1006,3979,45,179055
2018/5/18,A46506,ABC1007,9409,92,865628
2018/5/18,A15261,ABC1008,101,27,2727
2018/5/18,A47673,ABC1009,6284,27,169668
2018/5/18,A29191,ABC1010,30,93,2790
2018/5/18,A57996,ABC1011,5617,43,241531
2018/5/18,A12959,ABC1012,962,1,962
2018/5/18,A17718,ABC1013,6065,87,527655
2018/5/18,A65243,ABC1014,5016,12,60192
2018/5/18,A13872,ABC1015,7608,44,334752
2018/5/18,A33416,ABC1016,9308,46,428168
2018/5/18,A56700,ABC1017,9215,68,626620
2018/5/18,A23795,ABC1018,8050,43,346150
2018/5/18,A29669,ABC1019,4452,75,333900
2018/5/18,A85397,ABC1020,5498,39,214422
2018/5/18,A49785,ABC1021,8114,93,754602
2018/5/18,A58752,ABC1022,3560,75,267000
2018/5/18,A11162,ABC1023,3942,26,102492
2018/5/18,A55702,ABC1024,5097,42,214074
2018/5/18,A73523,ABC1025,7447,30,223410
2018/5/18,A23917,ABC1026,7067,58,409886
2018/5/18,A75652,ABC1027,4259,66,281094
2018/5/18,A77197,ABC1028,503,67,33701
2018/5/18,A90319,ABC1029,9875,54,533250
2018/5/18,A45207,ABC1030,9600,19,182400
2018/5/18,A81965,ABC1031,4605,2,9210
2018/5/18,A11605,ABC1032,4616,71,327736
2018/5/18,A7418,ABC1033,7086,73,517278
2018/5/18,A6919,ABC1034,650,66,42900
2018/5/18,A5215,ABC1035,84,80,6720
2018/5/18,A98846,ABC1036,5822,10,58220
2018/5/18,A25330,ABC1037,4356,32,139392
2018/5/18,A60330,ABC1038,7429,49,364021
2018/5/18,A46647,ABC1039,1882,7,13174
2018/5/18,A10690,ABC1040,1311,99,129789
2018/5/18,A14622,ABC1041,8311,16,132976
2018/5/18,A80663,ABC1042,9811,35,343385
2018/5/18,A28849,ABC1043,5319,39,207441
2018/5/18,A57073,ABC1044,5758,89,512462
2018/5/18,A78518,ABC1045,1181,77,90937
2018/5/18,A71456,ABC1046,1484,22,32648
2018/5/18,A44175,ABC1047,5018,42,210756
2018/5/18,A59727,ABC1048,9870,79,779730
2018/5/18,A98535,ABC1049,4869,18,87642
2018/5/18,A84290,ABC1050,3467,1,3467
2018/5/18,A68247,ABC1051,1711,55,94105
2018/5/18,A40780,ABC1052,2010,67,134670
2018/5/18,A71028,ABC1053,1844,83,153052
2018/5/18,A43869,ABC1054,3284,98,321832
2018/5/18,A61733,ABC1055,8432,15,126480
2018/5/18,A26157,ABC1056,6360,18,114480
2018/5/18,A79689,ABC1057,2157,84,181188
2018/5/18,A63448,ABC1058,9178,51,468078
2018/5/18,A32683,ABC1059,5252,47,246844
2018/5/18,A2236,ABC1060,1982,82,162524
2018/5/18,A97286,ABC1061,7168,55,394240
2018/5/18,A21931,ABC1062,9682,43,416326
2018/5/18,A15756,ABC1063,7855,22,172810
2018/5/18,A36446,ABC1064,5756,41,235996
2018/5/18,A7071,ABC1065,2994,37,110778
2018/5/18,A28431,ABC1066,8859,50,442950
2018/5/18,A28052,ABC1067,2526,97,245022
2018/5/18,A84993,ABC1068,3805,84,319620
2018/5/18,A30443,ABC1069,6895,22,151690
2018/5/18,A1085,ABC1070,8520,22,187440
2018/5/18,A38139,ABC1071,3113,100,311300
2018/5/18,A2563,ABC1072,8508,32,272256
2018/5/18,A99926,ABC1073,9599,88,844712
2018/5/18,A93692,ABC1074,1955,90,175950
2018/5/18,A49321,ABC1075,5848,10,58480
2018/5/18,A68990,ABC1076,6178,46,284188
2018/5/18,A123,ABC1077,8816,2,17632
2018/5/18,A74720,ABC1078,3379,24,81096
2018/5/18,A59228,ABC1079,1839,7,12873
2018/5/18,A69003,ABC1080,8427,18,151686
2018/5/18,A76732,ABC1081,740,86,63640
2018/5/18,A7797,ABC1082,5131,69,354039
2018/5/18,A4458,ABC1083,5773,0,0
2018/5/18,A4211,ABC1084,7780,21,163380
2018/5/18,A79274,ABC1085,5592,77,430584
2018/5/18,A12317,ABC1086,1514,86,130204
2018/5/18,A99169,ABC1087,9605,45,432225
2018/5/18,A39589,ABC1088,3398,64,217472
2018/5/18,A51319,ABC1089,8197,39,319683
2018/5/18,A13543,ABC1090,2742,86,235812
2018/5/18,A95992,ABC1091,193,77,14861
2018/5/18,A59679,ABC1092,2840,21,59640
2018/5/18,A27319,ABC1093,1196,77,92092
2018/5/18,A83469,ABC1094,486,37,17982
2018/5/18,A5134,ABC1095,3127,98,306446
2018/5/18,A39325,ABC1096,2631,43,113133
2018/5/18,A63180,ABC1097,3544,22,77968
2018/5/18,A96332,ABC1098,6576,48,315648
2018/5/18,A53225,ABC1099,5299,35,185465
2018/5/18,A73638,ABC1100,1420,29,41180
2018/5/19,A95171,ABC1001,422,54,22788
2018/5/19,A6919,ABC1002,2519,16,40304
2018/5/19,A22674,ABC1003,5140,79,406060
2018/5/19,A57815,ABC1004,6253,69,431457
2018/5/19,A75621,ABC1005,4324,44,190256
2018/5/19,A4863,ABC1006,3979,43,171097
2018/5/19,A15593,ABC1007,9409,81,762129
2018/5/19,A85185,ABC1008,101,65,6565
2018/5/19,A60076,ABC1009,6284,82,515288
2018/5/19,A50054,ABC1010,30,30,900
2018/5/19,A43280,ABC1011,5617,38,213446
2018/5/19,A57638,ABC1012,962,59,56758
2018/5/19,A43083,ABC1013,6065,91,551915
2018/5/19,A66384,ABC1014,5016,76,381216
2018/5/19,A6516,ABC1015,7608,91,692328
2018/5/19,A67549,ABC1016,9308,90,837720
2018/5/19,A95787,ABC1017,9215,85,783275
2018/5/19,A28078,ABC1018,8050,38,305900
2018/5/19,A68287,ABC1019,4452,32,142464
2018/5/19,A17737,ABC1020,5498,40,219920
2018/5/19,A3798,ABC1021,8114,45,365130
2018/5/19,A95233,ABC1022,3560,17,60520
2018/5/19,A99820,ABC1023,3942,92,362664
2018/5/19,A99858,ABC1024,5097,13,66261
2018/5/19,A54622,ABC1025,7447,26,193622
2018/5/19,A68217,ABC1026,7067,21,148407
2018/5/19,A6500,ABC1027,4259,75,319425
2018/5/19,A50882,ABC1028,503,38,19114
2018/5/19,A42889,ABC1029,9875,43,424625
2018/5/19,A16677,ABC1030,9600,3,28800
2018/5/19,A93508,ABC1031,4605,97,446685
2018/5/19,A36423,ABC1032,4616,96,443136
2018/5/19,A59564,ABC1033,7086,97,687342
2018/5/19,A76252,ABC1034,650,89,57850
2018/5/19,A84537,ABC1035,84,1,84
2018/5/19,A89147,ABC1036,5822,50,291100
2018/5/19,A99204,ABC1037,4356,98,426888
2018/5/19,A94394,ABC1038,7429,32,237728
2018/5/19,A94604,ABC1039,1882,23,43286
2018/5/19,A22264,ABC1040,1311,93,121923
2018/5/19,A74892,ABC1041,8311,90,747990
2018/5/19,A4819,ABC1042,9811,35,343385
2018/5/19,A68930,ABC1043,5319,33,175527
2018/5/19,A63973,ABC1044,5758,42,241836
2018/5/19,A20949,ABC1045,1181,10,11810
2018/5/19,A18337,ABC1046,1484,87,129108
2018/5/19,A86032,ABC1047,5018,86,431548
2018/5/19,A89785,ABC1048,9870,69,681030
2018/5/19,A88979,ABC1049,4869,50,243450
2018/5/19,A60384,ABC1050,3467,22,76274
2018/5/19,A54544,ABC1051,1711,65,111215
2018/5/19,A8737,ABC1052,2010,77,154770
2018/5/19,A39282,ABC1053,1844,20,36880
2018/5/19,A72285,ABC1054,3284,91,298844
2018/5/19,A41509,ABC1055,8432,60,505920
2018/5/19,A59418,ABC1056,6360,35,222600
2018/5/19,A10141,ABC1057,2157,85,183345
2018/5/19,A13076,ABC1058,9178,4,36712
2018/5/19,A68207,ABC1059,5252,9,47268
2018/5/19,A39995,ABC1060,1982,82,162524
2018/5/19,A37940,ABC1061,7168,59,422912
2018/5/19,A91037,ABC1062,9682,26,251732
2018/5/19,A75507,ABC1063,7855,23,180665
2018/5/19,A80055,ABC1064,5756,8,46048
2018/5/19,A70535,ABC1065,2994,58,173652
2018/5/19,A93726,ABC1066,8859,13,115167
2018/5/19,A65275,ABC1067,2526,50,126300
2018/5/19,A83735,ABC1068,3805,42,159810
2018/5/19,A41235,ABC1069,6895,55,379225
2018/5/19,A16273,ABC1070,8520,53,451560
2018/5/19,A10055,ABC1071,3113,54,168102
2018/5/19,A18109,ABC1072,8508,64,544512
2018/5/19,A32817,ABC1073,9599,68,652732
2018/5/19,A86832,ABC1074,1955,87,170085
2018/5/19,A46429,ABC1075,5848,46,269008
2018/5/19,A56968,ABC1076,6178,16,98848
2018/5/19,A71030,ABC1077,8816,58,511328
2018/5/19,A25963,ABC1078,3379,13,43927
2018/5/19,A22993,ABC1079,1839,32,58848
2018/5/19,A52324,ABC1080,8427,9,75843
2018/5/19,A4354,ABC1081,740,20,14800
2018/5/19,A56892,ABC1082,5131,43,220633
2018/5/19,A63549,ABC1083,5773,1,5773
2018/5/19,A74724,ABC1084,7780,5,38900
2018/5/19,A99783,ABC1085,5592,62,346704
2018/5/19,A37985,ABC1086,1514,80,121120
2018/5/19,A30644,ABC1087,9605,86,826030
2018/5/19,A7811,ABC1088,3398,47,159706
2018/5/19,A45945,ABC1089,8197,16,131152
2018/5/19,A81319,ABC1090,2742,12,32904
2018/5/19,A60712,ABC1091,193,59,11387
2018/5/19,A88178,ABC1092,2840,96,272640
2018/5/19,A54863,ABC1093,1196,8,9568
2018/5/19,A23693,ABC1094,486,44,21384
2018/5/19,A52570,ABC1095,3127,35,109445
2018/5/19,A36165,ABC1096,2631,26,68406
2018/5/19,A11566,ABC1097,3544,47,166568
2018/5/19,A91800,ABC1098,6576,92,604992
2018/5/19,A29414,ABC1099,5299,15,79485
2018/5/19,A6428,ABC1100,1420,6,8520
2018/5/20,A37164,ABC1001,422,92,38824
2018/5/20,A85750,ABC1002,2519,2,5038
2018/5/20,A96538,ABC1003,5140,81,416340
2018/5/20,A81239,ABC1004,6253,85,531505
2018/5/20,A97681,ABC1005,4324,35,151340
2018/5/20,A35119,ABC1006,3979,49,194971
2018/5/20,A95478,ABC1007,9409,83,780947
2018/5/20,A8442,ABC1008,101,68,6868
2018/5/20,A19258,ABC1009,6284,7,43988
2018/5/20,A58066,ABC1010,30,7,210
2018/5/20,A28792,ABC1011,5617,31,174127
2018/5/20,A23002,ABC1012,962,9,8658
2018/5/20,A80386,ABC1013,6065,93,564045
2018/5/20,A96070,ABC1014,5016,79,396264
2018/5/20,A20904,ABC1015,7608,10,76080
2018/5/20,A19009,ABC1016,9308,27,251316
2018/5/20,A14337,ABC1017,9215,36,331740
2018/5/20,A95353,ABC1018,8050,3,24150
2018/5/20,A46703,ABC1019,4452,98,436296
2018/5/20,A45450,ABC1020,5498,60,329880
2018/5/20,A82793,ABC1021,8114,73,592322
2018/5/20,A57624,ABC1022,3560,27,96120
2018/5/20,A43570,ABC1023,3942,60,236520
2018/5/20,A4353,ABC1024,5097,67,341499
2018/5/20,A82221,ABC1025,7447,12,89364
2018/5/20,A14827,ABC1026,7067,81,572427
2018/5/20,A71667,ABC1027,4259,22,93698
